mu, offset, k1, k2_constant, rel_err, query_time, build_time
0.0001, -2, 6, 66.1875, 0.239428, 1.1318, 25414
0.0001, -2, 9, 0.0528125, 0.977833, 0.0381, 2456
0.0001, -2, 9, 0.107781, 0.976391, 0.0504, 2425
0.0001, -2, 9, 0.21996, 0.975392, 0.0434, 2467
0.0001, -2, 9, 0.448899, 0.97036, 0.0595, 2724
0.0001, -2, 9, 0.91612, 0.957734, 0.0766, 2800
0.0001, -2, 9, 1.86963, 0.936147, 0.111, 3041
0.0001, -2, 9, 3.81558, 0.889708, 0.2017, 3666
0.0001, -2, 9, 7.78689, 0.807091, 0.3681, 5240
0.0001, -2, 9, 15.8916, 0.666005, 0.5344, 8823
0.0001, -2, 9, 32.4319, 0.473915, 1.0244, 18035
0.0001, -2, 14, 0.0528125, 0.976602, 0.0532, 3676
0.0001, -2, 14, 0.107781, 0.97611, 0.0644, 4091
0.0001, -2, 14, 0.21996, 0.974486, 0.0636, 3842
0.0001, -2, 14, 0.448899, 0.969186, 0.0709, 3891
0.0001, -2, 14, 0.91612, 0.957493, 0.1049, 4259
0.0001, -2, 14, 1.86963, 0.934723, 0.1741, 4831
0.0001, -2, 14, 3.81558, 0.890447, 0.3069, 5761
0.0001, -2, 14, 7.78689, 0.805976, 0.5375, 9507
0.0001, -2, 14, 15.8916, 0.664418, 0.7953, 14620
0.0001, -2, 14, 32.4319, 0.468741, 1.4695, 26492
0.0001, -2, 21, 0.0528125, 0.977573, 0.0749, 6688
0.0001, -2, 21, 0.107781, 0.976701, 0.0799, 6769
0.0001, -2, 21, 0.21996, 0.974936, 0.0946, 6789
0.0001, -2, 21, 0.448899, 0.969817, 0.107, 6979
0.0001, -2, 21, 0.91612, 0.958312, 0.1683, 7509
0.0001, -2, 21, 1.86963, 0.936619, 0.2323, 8423
0.0001, -2, 21, 3.81558, 0.891901, 0.4341, 10177
0.0001, -2, 21, 7.78689, 0.80837, 0.801, 14123
0.0001, -2, 21, 15.8916, 0.666721, 1.2197, 22702
0.0001, -2, 31, 0.0528125, 0.977501, 0.1132, 9954
0.0001, -2, 31, 0.107781, 0.976917, 0.1095, 9904
0.0001, -2, 31, 0.21996, 0.974684, 0.1449, 10167
0.0001, -2, 31, 0.448899, 0.969958, 0.1562, 10473
0.0001, -2, 31, 0.91612, 0.958074, 0.2088, 11077
0.0001, -2, 31, 1.86963, 0.936446, 0.3368, 12526
0.0001, -2, 31, 3.81558, 0.892659, 0.6465, 15185
0.0001, -2, 31, 7.78689, 0.808674, 1.1219, 21112
0.0001, -2, 45, 0.0528125, 0.977395, 0.1676, 14336
0.0001, -2, 45, 0.107781, 0.976676, 0.1755, 14259
0.0001, -2, 45, 0.21996, 0.974849, 0.1911, 14629
0.0001, -2, 45, 0.448899, 0.969806, 0.204, 15294
0.0001, -2, 45, 0.91612, 0.958358, 0.2931, 16060
0.0001, -2, 45, 1.86963, 0.935684, 0.4766, 17882
0.0001, -2, 45, 3.81558, 0.891202, 0.8536, 22139
0.0001, -2, 45, 7.78689, 0.808277, 1.6438, 30703
0.0001, -2, 65, 0.0528125, 0.97756, 0.2199, 20208
0.0001, -2, 65, 0.107781, 0.976781, 0.2212, 20495
0.0001, -2, 65, 0.21996, 0.974843, 0.2463, 20121
0.0001, -2, 65, 0.448899, 0.96988, 0.3238, 21158
0.0001, -2, 65, 0.91612, 0.958489, 0.4358, 22485
0.0001, -2, 65, 1.86963, 0.9363, 0.6647, 25223
0.0001, -2, 65, 3.81558, 0.891888, 1.2121, 31060
0.0001, -3, 1, 0.0528125, 0.987032, 0.0071, 390
0.0001, -3, 1, 0.107781, 0.985513, 0.0089, 351
0.0001, -3, 1, 0.21996, 0.982769, 0.0089, 360
0.0001, -3, 1, 0.448899, 0.979701, 0.0097, 358
0.0001, -3, 1, 0.91612, 0.968309, 0.019, 377
0.0001, -3, 1, 1.86963, 0.945607, 0.0243, 469
0.0001, -3, 1, 3.81558, 0.900324, 0.0399, 677
0.0001, -3, 1, 7.78689, 0.818247, 0.0901, 1575
0.0001, -3, 1, 15.8916, 0.671012, 0.1209, 2950
0.0001, -3, 1, 32.4319, 0.477107, 0.2096, 6696
