mu, offset, k1, k2_constant, rel_err, query_time, build_time
0.000204082, 0, 11, 6.20324, 0.0692387, 0.0787, 56
0.000204082, 0, 11, 3.03959, 0.080109, 0.0502, 47
0.000204082, 0, 11, 1.4894, 0.156217, 0.0383, 41
0.000204082, 0, 11, 0.729805, 0.242074, 0.0275, 38
0.000204082, 0, 7, 52.7267, 0.0893139, 0.1266, 194
0.000204082, 0, 7, 25.8361, 0.0929185, 0.103, 88
0.000204082, 0, 7, 12.6597, 0.0884005, 0.07, 54
0.000204082, 0, 7, 6.20324, 0.0968571, 0.0518, 38
0.000204082, 0, 7, 3.03959, 0.0927018, 0.0391, 30
0.000204082, 0, 7, 1.4894, 0.151058, 0.0244, 26
0.000204082, 0, 7, 0.729805, 0.23189, 0.0191, 24
0.000204082, 0, 4, 52.7267, 0.144712, 0.0723, 129
0.000204082, 0, 4, 25.8361, 0.125439, 0.0572, 56
0.000204082, 0, 4, 12.6597, 0.138243, 0.0414, 35
0.000204082, 0, 4, 6.20324, 0.127198, 0.0275, 24
0.000204082, 0, 4, 3.03959, 0.125177, 0.0196, 19
0.000204082, 0, 4, 1.4894, 0.145439, 0.0149, 17
0.000204082, 0, 4, 0.729805, 0.215224, 0.0108, 18
0.000204082, 0, 2, 52.7267, 0.222852, 0.0387, 82
0.000204082, 1, 50, 52.7267, 0.0577681, 0.2949, 489
0.000204082, 1, 50, 25.8361, 0.055668, 0.2368, 278
0.000204082, 1, 50, 12.6597, 0.0558843, 0.1494, 196
0.000204082, 1, 50, 6.20324, 0.0585218, 0.1158, 163
0.000204082, 1, 50, 3.03959, 0.0656075, 0.0785, 148
0.000204082, 1, 50, 1.4894, 0.111396, 0.0631, 135
0.000204082, 1, 50, 0.729805, 0.151514, 0.0569, 130
0.000204082, 1, 50, 0.357605, 0.181427, 0.0536, 135
0.000204082, 1, 50, 0.175226, 0.198756, 0.0486, 135
0.000204082, 1, 50, 0.0858609, 0.19677, 0.0503, 149
0.000204082, 1, 35, 52.7267, 0.0695373, 0.1971, 323
0.000204082, 1, 35, 25.8361, 0.0630285, 0.1575, 196
0.000204082, 1, 35, 12.6597, 0.0678332, 0.1304, 143
0.000204082, 1, 35, 6.20324, 0.0698945, 0.0835, 119
0.000204082, 1, 35, 3.03959, 0.0729631, 0.0613, 116
0.000204082, 1, 35, 1.4894, 0.116421, 0.0554, 99
0.000204082, 1, 35, 0.729805, 0.163608, 0.0425, 94
0.000204082, 1, 35, 0.357605, 0.198187, 0.0373, 98
0.000204082, 1, 35, 0.175226, 0.216364, 0.0321, 99
0.000204082, 1, 24, 52.7267, 0.0771976, 0.1368, 245
0.000204082, 1, 24, 25.8361, 0.0689002, 0.1122, 144
0.000204082, 1, 24, 12.6597, 0.0755436, 0.0768, 110
0.000204082, 1, 24, 6.20324, 0.0771548, 0.0617, 87
0.000204082, 1, 24, 3.03959, 0.0798115, 0.0428, 76
0.000204082, 1, 24, 1.4894, 0.114123, 0.032, 69
0.000204082, 1, 24, 0.729805, 0.154271, 0.0297, 66
0.000204082, 1, 24, 0.357605, 0.198841, 0.0281, 69
